Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0022B-21X-10, 62.0 cm",NULL,208.46,208.46,208.46,208.46,"C0022B-21X-10, 64.0 cm",NULL,208.48,208.48,208.48,208.48,"C0022B-21X-10 W, 62.0--64.0 cm",CKY000000000001704210,PP,NULL,8,skarbek338,NULL,CKY,2013-01-04T02:00:17Z,NULL,18.9057,8.5009,35.2376,16.3319,30.572,12.84,11.6663,4.8348,4.7215,4.2622,8.9837,4.3391,0.1692,0.0769,11.4971,0.296,0.4205,1.8179,1.2798,2.6975,0.5256,1.1078,fuway,2013-01-12T02:19:31Z
"C0022B-22X-1, 80.0 cm",NULL,210.3,210.3,210.3,210.3,"C0022B-22X-1, 82.0 cm",NULL,210.32,210.32,210.32,210.32,"C0022B-22X-1 W, 80.0--82.0 cm",CKY000000000001708310,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T04:19:39Z,NULL,18.8613,8.4469,35.1884,16.3271,30.4977,12.8186,11.6364,4.8608,4.7469,4.2944,9.0413,4.3717,0.1701,0.0773,11.4663,0.2977,0.4239,1.8058,1.2682,2.6701,0.525,1.1054,fuway,2013-01-12T02:19:31Z
"C0022B-22X-1, 118.0 cm",NULL,210.68,210.68,210.68,210.68,"C0022B-22X-1, 123.0 cm",NULL,210.73,210.73,210.73,210.73,"C0022B-22X-1 W, 118.0--123.0 cm",CKY000000000001708410,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T04:19:39Z,NULL,18.7128,8.4348,37.5486,18.8358,32.5182,13.5534,13.8054,5.2128,5.0906,5.0357,10.1263,5.1186,0.1824,0.0829,13.623,0.2767,0.3826,1.8601,1.3453,2.7053,0.5027,1.0109,fuway,2013-01-12T02:19:31Z
"C0022B-23X-2, 15.0 cm",NULL,219.469,219.5,219.469,219.5,"C0022B-23X-2, 17.0 cm",NULL,219.487,219.52,219.487,219.52,"C0022B-23X-2 W, 15.0--17.0 cm",CKY000000000001709410,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T05:35:25Z,NULL,18.7639,8.4691,32.927,14.1631,28.9372,12.1727,10.1733,4.1345,4.0376,3.6378,7.6754,3.7036,0.1447,0.0658,10.0286,0.2919,0.4123,1.8453,1.3066,2.7568,0.526,1.1099,fuway,2013-01-12T02:19:31Z
"C0022B-23X-2, 100.0 cm",NULL,220.265,220.35,220.265,220.35,"C0022B-23X-2, 102.0 cm",NULL,220.284,220.37,220.284,220.37,"C0022B-23X-2 W, 100.0--102.0 cm",CKY000000000001709510,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T05:35:25Z,NULL,18.6791,8.3928,35.0074,16.3283,29.7756,12.5291,11.0965,5.4216,5.2945,4.05,9.3445,4.1363,0.1898,0.0863,10.9067,0.332,0.4971,1.7474,1.1672,2.693,0.5666,1.3073,fuway,2013-01-12T02:19:31Z
"C0022B-23X-3, 2.0 cm",NULL,220.673,220.785,220.673,220.785,"C0022B-23X-3, 4.0 cm",NULL,220.692,220.805,220.692,220.805,"C0022B-23X-3 W, 2.0--4.0 cm",CKY000000000001709610,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T05:35:25Z,NULL,18.9638,8.5188,32.0167,13.0529,27.9884,11.9221,9.0246,4.1744,4.0766,3.3369,7.4135,3.4033,0.1461,0.0664,8.8785,0.3198,0.4702,1.7607,1.1976,2.6607,0.5499,1.2217,fuway,2013-01-12T02:19:31Z
"C0022B-23X-5, 0.0 cm",NULL,221.442,221.605,221.442,221.605,"C0022B-23X-5, 5.0 cm",NULL,221.489,221.655,221.489,221.655,"C0022B-23X-5 W, 0.0--5.0 cm",CKY000000000001709710,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T05:35:25Z,NULL,19.1858,8.6316,32.7692,13.5834,28.2217,12.06,9.0359,4.7124,4.602,3.3534,7.9554,3.4284,0.1649,0.075,8.871,0.3469,0.5312,1.7074,1.1151,2.6454,0.5785,1.3723,fuway,2013-01-12T02:19:31Z
"C0022B-23X-5, 61.0 cm",NULL,222.014,222.215,222.014,222.215,"C0022B-23X-5, 63.0 cm",NULL,222.032,222.235,222.032,222.235,"C0022B-23X-5 WR, 61.0--63.0 cm",CKY000000000001680110,PP,NULL,8,oohashi338,NULL,CKY,2013-01-03T12:02:47Z,NULL,18.6738,8.4193,25.289,6.6152,23.2828,10.0851,4.609,2.079,2.0303,1.6327,3.663,1.6658,0.0728,0.0331,4.5362,0.3143,0.4583,1.806,1.2384,2.7783,0.5543,1.2435,fuway,2013-01-12T02:19:31Z
"C0022B-23X-6, 8.0 cm",NULL,222.829,223.085,222.829,223.085,"C0022B-23X-6, 10.0 cm",NULL,222.848,223.105,222.848,223.105,"C0022B-23X-6 W, 8.0--10.0 cm",CKY000000000001710510,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T05:35:25Z,NULL,18.6005,8.3695,33.6323,15.0318,29.0944,12.296,10.4939,4.7025,4.5923,3.8517,8.444,3.9265,0.1646,0.0748,10.3293,0.3128,0.4553,1.7802,1.2233,2.6818,0.5439,1.1923,fuway,2013-01-12T02:19:31Z
"C0022B-23X-6, 122.0 cm",NULL,223.898,224.225,223.898,224.225,"C0022B-23X-6, 124.0 cm",NULL,223.916,224.245,223.916,224.245,"C0022B-23X-6 W, 122.0--124.0 cm",CKY000000000001710610,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T05:35:25Z,NULL,19.0047,8.5684,31.6798,12.6751,27.8256,11.8616,8.8209,3.994,3.9004,3.2297,7.1301,3.2932,0.1398,0.0635,8.6811,0.3151,0.4601,1.7777,1.2175,2.6879,0.547,1.2077,fuway,2013-01-12T02:19:31Z
"C0022B-23X-7, 44.0 cm",NULL,224.441,224.805,224.441,224.805,"C0022B-23X-7, 47.5 cm",NULL,224.474,224.84,224.474,224.84,"C0022B-23X-7 WR, 44.0--47.5 cm",CKY000000000001681010,PP,NULL,8,oohashi338,NULL,CKY,2013-01-03T12:46:51Z,NULL,18.7915,8.4526,26.2732,7.4817,24.101,10.3541,5.3095,2.251,2.1982,1.8657,4.0639,1.9015,0.0788,0.0358,5.2307,0.3009,0.4303,1.841,1.2871,2.8036,0.5409,1.1782,fuway,2013-01-12T02:19:31Z
"C0022B-23X-8, 5.0 cm",NULL,225.219,225.635,225.219,225.635,"C0022B-23X-8, 7.0 cm",NULL,225.238,225.655,225.238,225.655,"C0022B-23X-8 W, 5.0--7.0 cm",CKY000000000001710710,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T05:35:25Z,NULL,18.3595,8.2796,35.1069,16.7474,29.5289,12.4024,11.1694,5.7803,5.6448,4.0308,9.6756,4.1228,0.2023,0.092,10.9671,0.3451,0.5271,1.7309,1.1335,2.7208,0.5834,1.4004,fuway,2013-01-12T02:19:31Z
"C0022B-23X-8, 110.0 cm",NULL,226.204,226.685,226.204,226.685,"C0022B-23X-8, 112.0 cm",NULL,226.222,226.705,226.222,226.705,"C0022B-23X-8 W, 110.0--112.0 cm",CKY000000000001710810,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T05:35:25Z,NULL,18.9025,8.5224,37.8657,18.9632,32.4106,13.5885,13.5081,5.653,5.5205,4.9761,10.4966,5.0661,0.1979,0.09,13.3102,0.2981,0.4247,1.8066,1.268,2.6748,0.5259,1.1094,fuway,2013-01-12T02:19:31Z
"C0022B-23X-9, 30.0 cm",NULL,226.71,227.225,226.71,227.225,"C0022B-23X-9, 32.0 cm",NULL,226.728,227.245,226.728,227.245,"C0022B-23X-9 W, 30.0--32.0 cm",CKY000000000001710910,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T05:47:34Z,NULL,18.3714,8.2681,32.8457,14.4743,28.5738,12.0589,10.2024,4.4268,4.323,3.7204,8.0434,3.7908,0.1549,0.0704,10.0475,0.3058,0.4406,1.7995,1.2492,2.7007,0.5375,1.162,fuway,2013-01-12T02:19:31Z
"C0022B-23X-9, 90.0 cm",NULL,227.272,227.825,227.272,227.825,"C0022B-23X-9, 92.0 cm",NULL,227.291,227.845,227.291,227.845,"C0022B-23X-9 W, 90.0--92.0 cm",CKY000000000001711010,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T05:47:34Z,NULL,18.8831,8.5146,36.4979,17.6148,31.5934,13.41,12.7103,5.0824,4.9633,4.8145,9.7778,4.8954,0.1779,0.0809,12.5324,0.2885,0.4055,1.8015,1.2817,2.6031,0.5076,1.0309,fuway,2013-01-12T02:19:31Z
"C0022B-23X-10, 60.0 cm",NULL,228.003,228.605,228.003,228.605,"C0022B-23X-10, 62.0 cm",NULL,228.022,228.625,228.022,228.625,"C0022B-23X-10 W, 60.0--62.0 cm",CKY000000000001711110,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T05:47:34Z,NULL,18.7643,8.4927,35.3259,16.5616,30.4873,12.785,11.723,5.0141,4.8966,4.2125,9.1091,4.2923,0.1755,0.0798,11.5475,0.3028,0.4342,1.8181,1.2677,2.7412,0.5376,1.1624,fuway,2013-01-12T02:19:31Z
"C0022B-24X-1, 35.0 cm",NULL,266.85,266.85,266.85,266.85,"C0022B-24X-1, 37.0 cm",NULL,266.87,266.87,266.87,266.87,"C0022B-24X-1 W, 35.0--37.0 cm",CKY000000000001716610,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T09:49:25Z,NULL,18.7987,8.455,39.2056,20.4069,34.5455,14.3058,15.7468,4.8291,4.7159,5.774,10.4899,5.8508,0.169,0.0768,15.5778,0.2366,0.31,1.9454,1.485,2.6979,0.4496,0.8167,fuway,2013-01-12T02:19:31Z
"C0022B-24X-1, 75.0 cm",NULL,267.25,267.25,267.25,267.25,"C0022B-24X-1, 77.0 cm",NULL,267.27,267.27,267.27,267.27,"C0022B-24X-1 W, 75.0--77.0 cm",CKY000000000001716710,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T09:49:25Z,NULL,18.6163,8.3948,34.3326,15.7163,30.0886,12.6429,11.4723,4.3979,4.2948,4.1781,8.4729,4.2481,0.1539,0.07,11.3184,0.2798,0.3886,1.8549,1.3358,2.709,0.5069,1.0279,fuway,2013-01-12T02:19:31Z
"C0022B-24X-2, 10.0 cm",NULL,267.98,267.98,267.98,267.98,"C0022B-24X-2, 12.0 cm",NULL,268,268,268,268,"C0022B-24X-2 W, 10.0--12.0 cm",CKY000000000001716810,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T09:49:25Z,NULL,18.8404,8.5009,35.5635,16.7231,31.3136,13.0994,12.4732,4.404,4.3008,4.5285,8.8293,4.5985,0.1541,0.07,12.3191,0.2633,0.3575,1.894,1.3953,2.7203,0.4871,0.9497,fuway,2013-01-12T02:19:31Z
"C0022B-24X-4, 7.0 cm",NULL,269.175,269.175,269.175,269.175,"C0022B-24X-4, 11.0 cm",NULL,269.215,269.215,269.215,269.215,"C0022B-24X-4 W, 7.0--11.0 cm",CKY000000000001716910,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T09:49:25Z,NULL,18.9003,8.5519,32.7354,13.8351,28.7125,12.1645,9.8122,4.1688,4.0711,3.5463,7.6174,3.6126,0.1459,0.0663,9.6663,0.3013,0.4313,1.8162,1.269,2.7257,0.5344,1.148,fuway,2013-01-12T02:19:31Z
"C0022B-24X-4, 95.0 cm",NULL,270.055,270.055,270.055,270.055,"C0022B-24X-4, 97.0 cm",NULL,270.075,270.075,270.075,270.075,"C0022B-24X-4 W, 95.0--97.0 cm",CKY000000000001717010,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T09:49:25Z,NULL,18.7,8.4494,35.5897,16.8897,30.8631,12.9234,12.1631,4.898,4.7832,4.3961,9.1793,4.474,0.1714,0.0779,11.9917,0.29,0.4084,1.84,1.3064,2.7278,0.5211,1.0881,fuway,2013-01-12T02:19:31Z
"C0022B-24X-5, 6.0 cm",NULL,270.605,270.605,270.605,270.605,"C0022B-24X-5, 8.0 cm",NULL,270.625,270.625,270.625,270.625,"C0022B-24X-5 W, 6.0--8.0 cm",CKY000000000001717810,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T09:49:25Z,NULL,18.8469,8.484,37.501,18.6541,32.4951,13.5149,13.6482,5.1875,5.0659,4.9484,10.0143,5.0309,0.1816,0.0825,13.4666,0.2781,0.3852,1.8627,1.3447,2.7214,0.5059,1.0237,fuway,2013-01-12T02:19:31Z
"C0022B-24X-5, 112.0 cm",NULL,271.665,271.665,271.665,271.665,"C0022B-24X-5, 114.0 cm",NULL,271.685,271.685,271.685,271.685,"C0022B-24X-5 W, 112.0--114.0 cm",CKY000000000001717910,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T09:49:25Z,NULL,18.9067,8.5257,35.5847,16.678,31.1093,13.0093,12.2026,4.6377,4.529,4.4098,8.9388,4.4836,0.1623,0.0738,12.0403,0.2781,0.3852,1.8658,1.347,2.7304,0.5067,1.027,fuway,2013-01-12T02:19:31Z
"C0022B-24X-6, 33.0 cm",NULL,272.23,272.23,272.23,272.23,"C0022B-24X-6, 35.0 cm",NULL,272.25,272.25,272.25,272.25,"C0022B-24X-6 W, 33.0--35.0 cm",CKY000000000001718010,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T09:49:25Z,NULL,18.106,8.1537,37.6805,19.5745,32.3192,13.4424,14.2132,5.5558,5.4256,5.2003,10.6259,5.2887,0.1945,0.0884,14.0187,0.2838,0.3963,1.8421,1.3193,2.6957,0.5106,1.0433,fuway,2013-01-12T02:19:31Z
"C0022B-24X-7, 13.0 cm",NULL,273.39,273.39,273.39,273.39,"C0022B-24X-7, 16.0 cm",NULL,273.42,273.42,273.42,273.42,"C0022B-24X-7 WR, 13.0--16.0 cm",CKY000000000001686410,PP,NULL,8,oohashi338,NULL,CKY,2013-01-03T15:07:00Z,NULL,18.7893,8.4964,29.2476,10.4583,27.0173,11.3734,8.228,2.3112,2.257,2.8402,5.0972,2.877,0.0809,0.0368,8.1471,0.221,0.2837,2.0518,1.5983,2.8685,0.4428,0.7947,fuway,2013-01-12T02:19:31Z
"C0022B-24X-7, 129.0 cm",NULL,274.55,274.55,274.55,274.55,"C0022B-24X-7, 131.0 cm",NULL,274.57,274.57,274.57,274.57,"C0022B-24X-7 W, 129.0--131.0 cm",CKY000000000001718110,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T09:49:25Z,NULL,19.1081,8.6128,39.4968,20.3887,34.7559,14.3977,15.6478,4.9128,4.7977,5.7068,10.5045,5.7849,0.1719,0.0781,15.4759,0.241,0.3174,1.9409,1.4733,2.7118,0.4567,0.8407,fuway,2013-01-12T02:19:31Z
"C0022B-24X-8, 31.0 cm",NULL,274.97,274.97,274.97,274.97,"C0022B-24X-8, 33.0 cm",NULL,274.99,274.99,274.99,274.99,"C0022B-24X-8 W, 31.0--33.0 cm",CKY000000000001718210,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T09:49:25Z,sand,18.849,8.4799,39.1637,20.3147,34.1289,14.1324,15.2799,5.2174,5.0951,5.5695,10.6646,5.6525,0.1826,0.083,15.0973,0.2568,0.3456,1.9049,1.4156,2.7107,0.4778,0.9148,fuway,2013-01-12T02:19:31Z
"C0022B-25X-1, 14.0 cm",NULL,276.14,276.14,276.14,276.14,"C0022B-25X-1, 16.0 cm",NULL,276.16,276.16,276.16,276.16,"C0022B-25X-1 W, 14.0--16.0 cm",CKY000000000001688810,PP,NULL,8,yasunagam,NULL,CKY,2013-01-06T12:32:47Z,NULL,18.2841,8.2257,37.9836,19.6995,32.8272,13.5787,14.5431,5.3434,5.2182,5.268,10.4862,5.353,0.187,0.085,14.3561,0.2712,0.3722,1.8786,1.369,2.7252,0.4976,0.9905,fuway,2013-01-12T02:19:31Z
"C0022B-25X-1, 74.0 cm",NULL,276.74,276.74,276.74,276.74,"C0022B-25X-1, 78.0 cm",NULL,276.78,276.78,276.78,276.78,"C0022B-25X-1 WR, 74.0--78.0 cm",CKY000000000001688910,PP,NULL,8,oohashi338,NULL,CKY,2013-01-03T17:23:28Z,NULL,18.7681,8.4854,25.9885,7.2204,24.1896,10.4858,5.4215,1.8641,1.8204,1.9708,3.7912,2.0004,0.0652,0.0296,5.3563,0.2582,0.348,1.9045,1.4128,2.7178,0.4802,0.9237,fuway,2013-01-12T02:19:31Z
"C0022B-26X-1, 33.0 cm",NULL,285.751,285.83,285.751,285.83,"C0022B-26X-1, 35.0 cm",NULL,285.766,285.85,285.766,285.85,"C0022B-26X-1 W, 33.0--35.0 cm",CKY000000000001724510,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:31:07Z,NULL,18.8152,8.4717,29.1796,10.3644,26.3497,11.2772,7.5345,2.9325,2.8638,2.7589,5.6227,2.8055,0.1026,0.0466,7.4319,0.2829,0.3946,1.8433,1.3218,2.6938,0.5093,1.038,fuway,2013-01-12T02:19:31Z
"C0022B-26X-1, 101.0 cm",NULL,286.268,286.51,286.268,286.51,"C0022B-26X-1, 103.0 cm",NULL,286.283,286.53,286.283,286.53,"C0022B-26X-1 W, 101.0--103.0 cm",CKY000000000001724610,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:31:07Z,NULL,18.2062,8.1985,35.5288,17.3226,31.0208,12.9757,12.8146,4.6715,4.562,4.7029,9.2649,4.7772,0.1635,0.0743,12.6511,0.2697,0.3693,1.8697,1.3655,2.6901,0.4924,0.97,fuway,2013-01-12T02:19:31Z
"C0022B-26X-2, 22.0 cm",NULL,286.708,287.09,286.708,287.09,"C0022B-26X-2, 24.0 cm",NULL,286.723,287.11,286.723,287.11,"C0022B-26X-2 W, 22.0--24.0 cm",CKY000000000001724710,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:31:07Z,NULL,18.785,8.4663,33.2408,14.4558,28.9955,12.2422,10.2105,4.3993,4.2962,3.7059,8.0021,3.7759,0.154,0.07,10.0565,0.3043,0.4375,1.8065,1.2567,2.7136,0.5369,1.1593,fuway,2013-01-12T02:19:31Z
"C0022B-26X-2, 136.0 cm",NULL,287.575,288.23,287.575,288.23,"C0022B-26X-2, 140.0 cm",NULL,287.605,288.27,287.605,288.27,"C0022B-26X-2 W, 136.0--140.0 cm",CKY000000000001724810,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:31:07Z,NULL,18.798,8.4777,32.8589,14.0609,29.1992,12.294,10.4012,3.7924,3.7035,3.756,7.4595,3.8163,0.1327,0.0603,10.2685,0.2697,0.3693,1.885,1.3766,2.7339,0.4965,0.986,fuway,2013-01-12T02:19:31Z
"C0022B-26X-3, 47.0 cm",NULL,287.966,288.745,287.966,288.745,"C0022B-26X-3, 49.0 cm",NULL,287.981,288.765,287.981,288.765,"C0022B-26X-3 W, 47.0--49.0 cm",CKY000000000001725610,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:31:08Z,NULL,18.7831,8.4258,31.0931,12.31,27.7584,11.7936,8.9753,3.4556,3.3746,3.3128,6.6874,3.3678,0.1209,0.055,8.8544,0.2807,0.3903,1.8408,1.324,2.6728,0.5046,1.0187,fuway,2013-01-12T02:19:31Z
"C0022B-26X-3, 135.0 cm",NULL,288.635,289.625,288.635,289.625,"C0022B-26X-3, 137.0 cm",NULL,288.65,289.645,288.65,289.645,"C0022B-26X-3 W, 135.0--137.0 cm",CKY000000000001725710,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:31:08Z,NULL,19.0136,8.5551,33.6285,14.6149,29.4351,12.4557,10.4215,4.3455,4.2437,3.8315,8.0752,3.9006,0.1521,0.0691,10.2694,0.2973,0.4232,1.8098,1.2717,2.6803,0.5255,1.1076,fuway,2013-01-12T02:19:31Z
"C0022B-26X-4, 19.0 cm",NULL,288.825,289.875,288.825,289.875,"C0022B-26X-4, 21.0 cm",NULL,288.84,289.895,288.84,289.895,"C0022B-26X-4 W, 19.0--21.0 cm",CKY000000000001725810,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:31:08Z,NULL,18.7376,8.4482,37.333,18.5954,32.4838,13.5571,13.7462,5.0251,4.9073,5.0289,9.9362,5.1089,0.1759,0.08,13.5703,0.2702,0.3703,1.8715,1.3657,2.6985,0.4939,0.9758,fuway,2013-01-12T02:19:31Z
"C0022B-26X-4, 97.0 cm",NULL,289.417,290.655,289.417,290.655,"C0022B-26X-4, 99.0 cm",NULL,289.432,290.675,289.432,290.675,"C0022B-26X-4 W, 97.0--99.0 cm",CKY000000000001725910,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:31:08Z,NULL,18.865,8.4922,31.4765,12.6115,28.3556,12.0364,9.4906,3.2341,3.1583,3.4927,6.651,3.5442,0.1132,0.0515,9.3774,0.2564,0.3449,1.8962,1.4099,2.6849,0.4749,0.9043,fuway,2013-01-12T02:19:31Z
"C0022B-26X-5, 6.0 cm",NULL,289.565,290.85,289.565,290.85,"C0022B-26X-5, 8.0 cm",NULL,289.581,290.87,289.581,290.87,"C0022B-26X-5 W, 6.0--8.0 cm",CKY000000000001726010,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:31:08Z,NULL,19.0536,8.5303,33.7735,14.7199,29.7433,12.5893,10.6897,4.1764,4.0785,3.9925,8.071,4.059,0.1462,0.0665,10.5435,0.2837,0.3961,1.8238,1.3063,2.6408,0.5053,1.0215,fuway,2013-01-12T02:19:31Z
"C0022B-26X-6, 25.0 cm",NULL,289.949,291.355,289.949,291.355,"C0022B-26X-6, 27.0 cm",NULL,289.964,291.375,289.964,291.375,"C0022B-26X-6 W, 25.0--27.0 cm",CKY000000000001726110,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:31:08Z,NULL,18.9577,8.5597,38.5952,19.6375,33.3284,13.8995,14.3707,5.4578,5.3299,5.253,10.5829,5.3398,0.191,0.0868,14.1797,0.2779,0.3849,1.8556,1.3399,2.6994,0.5036,1.0146,fuway,2013-01-12T02:19:31Z
"C0022B-27X-1, 17.0 cm",NULL,290.667,290.67,290.667,290.67,"C0022B-27X-1, 19.0 cm",NULL,290.687,290.69,290.687,290.69,"C0022B-27X-1 W, 17.0--19.0 cm",CKY000000000001726510,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:34:11Z,NULL,18.9691,8.615,35.1409,16.1718,30.6154,12.8608,11.6463,4.6896,4.5797,4.1712,8.7509,4.2458,0.1641,0.0746,11.4822,0.29,0.4084,1.848,1.3121,2.7527,0.5233,1.0979,fuway,2013-01-12T02:19:31Z
"C0022B-27X-1, 119.0 cm",NULL,291.669,291.69,291.669,291.69,"C0022B-27X-1, 121.0 cm",NULL,291.689,291.71,291.689,291.71,"C0022B-27X-1 W, 119.0--121.0 cm",CKY000000000001726610,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:34:11Z,NULL,18.0522,8.2019,36.0007,17.9485,31.6634,13.2601,13.6112,4.4946,4.3893,4.9867,9.376,5.0582,0.1573,0.0715,13.4539,0.2504,0.3341,1.9143,1.4349,2.698,0.4681,0.8802,fuway,2013-01-12T02:19:31Z
"C0022B-27X-2, 31.0 cm",NULL,292.18,292.21,292.18,292.21,"C0022B-27X-2, 33.0 cm",NULL,292.199,292.23,292.199,292.23,"C0022B-27X-2 W, 31.0--33.0 cm",CKY000000000001726710,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:34:11Z,NULL,18.8994,8.4459,30.6472,11.7478,27.5162,11.704,8.6168,3.2446,3.1686,3.2065,6.3751,3.2581,0.1136,0.0516,8.5032,0.2762,0.3816,1.8428,1.3338,2.6519,0.497,0.9882,fuway,2013-01-12T02:19:31Z
"C0022B-27X-2, 104.0 cm",NULL,292.897,292.94,292.897,292.94,"C0022B-27X-2, 106.0 cm",NULL,292.917,292.96,292.917,292.96,"C0022B-27X-2 W, 104.0--106.0 cm",CKY000000000001726810,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:34:11Z,NULL,18.95,8.5445,43.7306,24.7806,37.1751,15.3256,18.2251,6.7933,6.6341,6.673,13.3071,6.7811,0.2378,0.1081,17.9873,0.2741,0.3777,1.8622,1.3517,2.6955,0.4985,0.9942,fuway,2013-01-12T02:19:31Z
"C0022B-27X-3, 40.0 cm",NULL,293.653,293.71,293.653,293.71,"C0022B-27X-3, 42.0 cm",NULL,293.673,293.73,293.673,293.73,"C0022B-27X-3 W, 40.0--42.0 cm",CKY000000000001726910,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:34:11Z,NULL,18.8013,8.5027,36.9772,18.1759,32.028,13.3518,13.2267,5.1287,5.0085,4.7675,9.776,4.8491,0.1795,0.0816,13.0472,0.2822,0.3931,1.8592,1.3346,2.7367,0.5123,1.0506,fuway,2013-01-12T02:19:31Z
"C0022B-27X-5, 2.0 cm",NULL,294.601,294.675,294.601,294.675,"C0022B-27X-5, 6.0 cm",NULL,294.641,294.715,294.641,294.715,"C0022B-27X-5 W, 2.0--6.0 cm",CKY000000000001727010,PP,NULL,8,fabbri338,NULL,CKY,2013-01-04T14:34:11Z,NULL,18.7192,8.4533,30.4893,11.7701,27.1482,11.5273,8.429,3.4623,3.3812,3.0189,6.4001,3.074,0.1212,0.0551,8.3078,0.2942,0.4168,1.839,1.2981,2.7519,0.5283,1.12,fuway,2013-01-12T02:19:31Z
"C0022B-27X-5, 63.5 cm",NULL,295.205,295.29,295.205,295.29,"C0022B-27X-5, 68.0 cm",NULL,295.25,295.335,295.25,295.335,"C0022B-27X-5 WR, 63.5--68.0 cm",CKY000000000001692110,PP,NULL,8,oohashi338,NULL,CKY,2013-01-03T20:11:02Z,NULL,19.1347,8.6493,31.7676,12.6329,28.8761,12.1931,9.7414,2.9964,2.9262,3.4961,6.4223,3.5438,0.1049,0.0477,9.6365,0.2372,0.3109,1.967,1.5005,2.7564,0.4556,0.837,fuway,2013-01-12T02:19:31Z
