Leg	Site	H	Age Model Type           	Depth (mbsf)	    Age (Ma)	Control Point Comment
149	 900	A	Initial Reports          	     143.010	   11.710000	T. Cyclicargolithus floridanus
149	 900	A	Initial Reports          	     150.360	   12.500000	B. Triquetrorhabdulus rugosus
149	 900	A	Initial Reports          	     190.080	   16.049999	TA. Discoaster deflandrei
149	 900	A	Initial Reports          	     229.740	   18.420000	B. Spenolithus heteromorphus
149	 900	A	Initial Reports          	     229.750	   20.000000	T. Triquetrorhabdulus carinatus
149	 900	A	Initial Reports          	     308.395	   22.799999	B. Discoaster druggii
149	 900	A	Initial Reports          	     355.510	   24.600000	T. Sphenolithus ciperoensis
149	 900	A	Initial Reports          	     360.440	   27.600000	T. Sphenolithus distentus
149	 900	A	Initial Reports          	     411.745	   29.400000	B. Sphenolithus ciperoensis
149	 900	A	Initial Reports          	     454.975	   33.099998	B. Sphenolithus distentus
149	 900	A	Initial Reports          	     477.925	   35.599998	T. Discoaster barbadiensis
149	 900	A	Initial Reports          	     506.245	   37.099998	B. Isthmolithus recurvus
149	 900	A	Initial Reports          	     548.825	   40.799999	T. Chiasmolithus solitus
149	 900	A	Initial Reports          	     622.350	   42.799999	T. Nannotetrina spp.
149	 900	A	Initial Reports          	     642.205	   45.599998	T. Chiasmolithus gigas
149	 900	A	Initial Reports          	     698.860	   48.099998	T. Discoaster lodoensis
149	 900	A	Initial Reports          	     727.815	   57.500000	B. Discoaster multiradiatus
150	 902	C	Initial Reports          	     116.000	    1.810000	Base NN19-20
150	 902	D	Initial Reports          	     107.500	    1.900000	FO G.truncatulinoides
150	 902	D	Initial Reports          	     180.900	    7.500000	Base N17-N18
150	 902	D	Initial Reports          	     184.150	   10.200000	Base N16-N17
150	 902	D	Initial Reports          	     597.020	   21.799999	Base N5
150	 902	D	Initial Reports          	     612.900	   27.600000	Base NP25-NN1
150	 902	D	Initial Reports          	     632.020	   29.400000	Base NP24-NP25
150	 902	D	Initial Reports          	     678.830	   37.099998	Base NP19-NP23
150	 903	A	Initial Reports          	      95.000	    0.260000	Base NN21
150	 903	A	Initial Reports          	     278.500	    0.460000	Base NN20
150	 903	A	Initial Reports          	     346.000	    1.810000	Base NN19
150	 903	A	Initial Reports          	     355.000	    2.400000	Base NN17-NN18
150	 903	A	Initial Reports          	     393.000	    8.850000	Base NN10
150	 903	A	Initial Reports          	     394.950	    3.560000	Base N16-N17
150	 903	C	Initial Reports          	     765.000	   13.370000	base NN6
150	 903	C	Initial Reports          	     876.000	   16.000000	base NN5
150	 903	C	Initial Reports          	     923.640	   18.799999	base NN4
150	 903	C	Initial Reports          	     992.300	   24.700001	base NN1
150	 903	C	Initial Reports          	     998.800	   22.799999	base NN2
150	 903	C	Initial Reports          	    1033.830	   27.600000	base NP25
150	 903	C	Initial Reports          	    1064.130	   37.099998	base NP19-20
150	 903	C	Initial Reports          	    1064.340	   33.700001	based NP23
150	 903	C	Initial Reports          	    1087.200	   38.400002	base P16-P17
150	 903	C	Initial Reports          	    1112.400	   40.599998	based on NP18
150	 903	D	Initial Reports          	     777.100	   15.200000	N9-N10
150	 903	D	Initial Reports          	     917.550	   16.000000	base NN5
150	 903	D	Initial Reports          	     948.070	   18.799999	base NN4
150	 903	D	Initial Reports          	     996.840	   22.799999	base NN3
150	 903	D	Initial Reports          	    1037.290	   27.600000	base NP25
150	 904	A	Initial Reports          	      47.140	    0.260000	base NN21
150	 904	A	Initial Reports          	     104.460	    0.460000	base NN20
150	 904	A	Initial Reports          	     104.850	    1.810000	base NN19
150	 904	A	Initial Reports          	     177.730	    8.850000	base NN10
150	 904	A	Initial Reports          	     195.740	   13.900000	base N11
150	 904	A	Initial Reports          	     241.200	   16.000000	base NN5
150	 904	A	Initial Reports          	     250.700	   16.600000	base N8
150	 904	A	Initial Reports          	     279.660	   20.000000	base NN3
150	 904	A	Initial Reports          	     289.300	   24.700001	base NN1
150	 904	A	Initial Reports          	     318.310	   24.709999	base NN1
150	 904	A	Initial Reports          	     337.470	   27.600000	base NP24
150	 904	A	Initial Reports          	     417.920	   37.099998	base NP19
150	 904	A	Initial Reports          	     417.940	   38.400002	base NP18
150	 904	A	Initial Reports          	     567.690	   50.799999	base NP14
150	 905	A	Initial Reports          	     218.700	    1.810000	base NN19
150	 905	A	Initial Reports          	     270.690	    3.900000	LO G.nepenthes
150	 905	A	Initial Reports          	     279.880	    3.560000	base NN16
150	 905	A	Initial Reports          	     290.400	    4.260000	base NN15
150	 905	A	Initial Reports          	     306.790	    5.380000	base NN12
150	 905	A	Initial Reports          	     368.000	    7.500000	base N17
150	 905	A	Initial Reports          	     576.490	    7.600000	base NN11a
150	 905	A	Initial Reports          	     694.360	   13.370000	base NN6
150	 906	A	Initial Reports          	      19.400	    0.260000	base  NN21
150	 906	A	Initial Reports          	      37.870	    0.460000	base NN20
150	 906	A	Initial Reports          	      47.470	    8.850000	NN10 or  NN11
150	 906	A	Initial Reports          	      72.370	   10.200000	N16-N17
150	 906	A	Initial Reports          	     436.500	   11.500000	NN8 to NN10
150	 906	A	Initial Reports          	     485.160	   28.200001	base P22
150	 906	A	Initial Reports          	     544.100	   37.099998	NP19 or NP20
150	 906	A	Initial Reports          	     565.920	   38.000000	P16-P17
150	 906	A	Initial Reports          	     594.890	   40.060001	P15-P17
150	 906	A	Initial Reports          	     599.150	   42.599998	base P14
154	 925	A	Initial Reports          	     316.720	   14.700000	B Fohsella peripheroacuta
154	 925	A	Initial Reports          	     322.700	   14.800000	T Praeorbulina sicana
154	 925	A	Initial Reports          	     323.800	   15.100000	B Orbulina suturalis
154	 925	A	Initial Reports          	     332.350	   15.800000	T Helicosphaera ampliaperta
154	 925	A	Initial Reports          	     381.680	   16.400000	B Praeorbulina sicana
154	 925	A	Initial Reports          	     392.310	   17.299999	T Catapsydrax dissimilis
154	 925	A	Initial Reports          	     401.090	   18.100000	B Sphenolithus heteromorphus
154	 925	A	Initial Reports          	     410.420	   18.400000	T Sphenolithus belemnos
154	 925	A	Initial Reports          	     433.810	   19.100000	T Globoquadrina binaiensis
154	 925	A	Initial Reports          	     458.620	   21.600000	T Paragloborotalia kugleri
154	 925	A	Initial Reports          	     458.630	   22.100000	B Globoquadrina binaiensis
154	 925	A	Initial Reports          	     501.290	   23.299999	T Globigerina angulisuturalis
154	 925	A	Initial Reports          	     501.680	   23.700001	T Sphenolithus delphix
154	 925	A	Initial Reports          	     508.760	   24.500000	B common Globigerinoides primordius
154	 925	A	Initial Reports          	     542.800	   26.299999	B Paragloborotalia pseudokugleri
154	 925	A	Initial Reports          	     574.210	   26.500000	T Sphenolithus distentus
154	 925	A	Initial Reports          	     579.410	   27.100000	T Paragloborotalia opima
154	 925	A	Initial Reports          	     592.770	   28.100000	B Sphenolithus ciperoensis
154	 925	A	Initial Reports          	     593.460	   28.500000	T common Chiloguembelina cubensis
154	 925	A	Initial Reports          	     641.380	   29.700001	B Globigerina angulisuturalis
154	 925	A	Initial Reports          	     655.800	   30.400000	B Sphenolithus distentus
154	 925	A	Initial Reports          	     740.510	   32.099998	T >14 microns Reticulofenestra umbilicus
154	 925	A	Initial Reports          	     746.060	   32.500000	T Pseudohastigerina
