Leg	Site	Hole	    Latitude	    Longtitude	    Arrival Date	    Departure Date	    Time on Hole(dd:hh:mm)	    Water Depth	    Core Type(s)	    Numbers of Cores	    Total Penetration (m) 	    Coring Penetration (m) 	    Drilled (m)	    Core Recovered (m)	    Core Recovered %	
201	1231	B	    12° 1'S	      81° 54'W	   03/20/02 1210	     03/21/02 1600	                 1: 3:50	         4813.7	              HX	                  14	                     117.3	                      115.8	            1.5	                115.30	                99.6	
201	1231	C	    12° 1'S	      81° 54'W	   03/21/02 1600	     03/21/02 1825	                 0: 2:25	         4812.5	               H	                   2	                      15.1	                       15.1	               	                 15.27	               101.1	
201	1231	D	    12° 1'S	      81° 54'W	   03/21/02 1825	     03/22/02 1500	                 0:20:35	         4812.3	              HX	                  13	                     121.9	                      121.9	               	                111.57	                91.5	
201	1231	E	    12° 1'S	      81° 54'W	   03/22/02 1500	     03/23/02 1730	                 1: 2:30	         4812.5	               H	                  14	                     119.1	                      119.1	               	                118.57	                99.6	
202	1232	A	    39° 53'S	      75° 54'W	   04/07/02 1100	     04/10/02 1625	                 3: 5:25	         4078.6	              HX	                  39	                     371.3	                      371.3	               	                288.77	                77.8	
202	1232	B	    39° 53'S	      75° 54'W	   04/10/02 1625	     04/11/02 0815	                 0:15:50	         4069.5	               H	                  10	                      90.1	                       90.1	               	                 96.30	               106.9	
202	1232	C	    39° 53'S	      75° 54'W	   04/11/02 0815	     04/11/02 2330	                 0:15:16	         4068.9	               H	                   4	                      33.2	                       33.2	               	                 31.68	                95.4	
202	1233	A	    41° 0'S	      74° 27'W	   04/12/02 0945	     04/12/02 1345	                 0: 4: 1	          837.5	               H	                   1	                      12.0	                        9.5	            2.5	                  9.94	               104.6	
202	1233	B	    41° 0'S	      74° 27'W	   04/12/02 1345	     04/12/02 2200	                 0: 8:15	          837.5	               H	                  11	                     109.5	                      100.0	            9.5	                102.01	               102.0	
202	1233	C	    41° 0'S	      74° 27'W	   04/12/02 2200	     04/13/02 0745	                 0: 9:45	          837.7	               H	                  13	                     116.3	                      116.3	               	                121.75	               104.7	
202	1233	D	    41° 0'S	      74° 27'W	   04/13/02 0745	     04/13/02 1715	                 0: 9:30	          839.2	               H	                  13	                     112.3	                      110.3	            2.0	                114.88	               104.2	
202	1233	E	    41° 0'S	      74° 27'W	   04/13/02 1715	     04/14/02 0400	                 0:10:46	          838.1	               H	                   8	                     101.5	                       74.9	           26.6	                 73.65	                98.3	
202	1234	A	    36° 13'S	      73° 41'W	   04/15/02 0650	     04/16/02 0145	                 0:18:55	         1015.6	              HX	                  22	                     205.2	                      205.2	               	                189.02	                92.1	
